,Station,Year,Depth (m),Pressure [dbar],Trap type,Flux (mg/m2/day),C:N organic,Org C flux (umol C/m2/day),Protein flux (ug/m2/day),Carbon protein flux (umol C/m2/day),N production rate (nM N/day),timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
0,P1,2018,50,50,net,NULL,6.7035458711908,244.4055742,NULL,NULL,NULL,158.576,-106.07343999999999,20.2636,50,16.0376,16.0381,4.363251999999999,4.363232,0.5442,12.3951,4.5105,0.62605,0,4.5105,0.1814,0.5201,0,4.5772,0,1.0935,0,0.5197,34.7046,34.7041,25.5136,25.5131,0.0743,2.262,0.93
1,P1,2018,50,50,net,NULL,NULL,NULL,NULL,NULL,NULL,158.576,-106.07343999999999,20.2636,50,16.0376,16.0381,4.363251999999999,4.363232,0.5442,12.3951,4.5105,0.62605,0,4.5105,0.1814,0.5201,0,4.5772,0,1.0935,0,0.5197,34.7046,34.7041,25.5136,25.5131,0.0743,2.262,0.93
2,P1,2018,50,50,net,NULL,NULL,NULL,NULL,NULL,NULL,158.576,-106.07343999999999,20.2636,50,16.0376,16.0381,4.363251999999999,4.363232,0.5442,12.3951,4.5105,0.62605,0,4.5105,0.1814,0.5201,0,4.5772,0,1.0935,0,0.5197,34.7046,34.7041,25.5136,25.5131,0.0743,2.262,0.93
3,P1,2018,50,50,net,NULL,7.96274373259053,NULL,NULL,NULL,NULL,158.576,-106.07343999999999,20.2636,50,16.0376,16.0381,4.363251999999999,4.363232,0.5442,12.3951,4.5105,0.62605,0,4.5105,0.1814,0.5201,0,4.5772,0,1.0935,0,0.5197,34.7046,34.7041,25.5136,25.5131,0.0743,2.262,0.93
4,P1,2018,120,120,net,NULL,6.35134728285413,NULL,NULL,NULL,NULL,293.009,-106.07343999999999,20.263579999999997,120,13.2891,13.2894,4.111383999999999,4.1115900000000005,0.11709000000000001,12.3611,4.5489999999999995,0.050671,0,4.5489999999999995,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.201999999999998,26.2032,0.0395,1.202,0.46799999999999997
5,P1,2018,120,120,net,NULL,NULL,NULL,NULL,NULL,NULL,293.009,-106.07343999999999,20.263579999999997,120,13.2891,13.2894,4.111383999999999,4.1115900000000005,0.11709000000000001,12.3611,4.5489999999999995,0.050671,0,4.5489999999999995,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.201999999999998,26.2032,0.0395,1.202,0.46799999999999997
6,P1,2018,120,120,net,NULL,NULL,NULL,NULL,NULL,NULL,293.009,-106.07343999999999,20.263579999999997,120,13.2891,13.2894,4.111383999999999,4.1115900000000005,0.11709000000000001,12.3611,4.5489999999999995,0.050671,0,4.5489999999999995,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.201999999999998,26.2032,0.0395,1.202,0.46799999999999997
7,P1,2018,120,120,net,NULL,7.10068803490519,NULL,NULL,NULL,NULL,293.009,-106.07343999999999,20.263579999999997,120,13.2891,13.2894,4.111383999999999,4.1115900000000005,0.11709000000000001,12.3611,4.5489999999999995,0.050671,0,4.5489999999999995,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.201999999999998,26.2032,0.0395,1.202,0.46799999999999997
8,P1,2018,120,120,net,NULL,NULL,NULL,NULL,NULL,NULL,293.009,-106.07343999999999,20.263579999999997,120,13.2891,13.2894,4.111383999999999,4.1115900000000005,0.11709000000000001,12.3611,4.5489999999999995,0.050671,0,4.5489999999999995,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.201999999999998,26.2032,0.0395,1.202,0.46799999999999997
9,P1,2018,120,120,cone,144.5962733,NULL,47.19008443,NULL,NULL,NULL,293.009,-106.07343999999999,20.263579999999997,120,13.2891,13.2894,4.111383999999999,4.1115900000000005,0.11709000000000001,12.3611,4.5489999999999995,0.050671,0,4.5489999999999995,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.201999999999998,26.2032,0.0395,1.202,0.46799999999999997
10,P1,2018,122,122,cone,32.66219522,6.43644805571677,48.90482028,NULL,NULL,NULL,295.285,-106.07343999999999,20.263579999999997,122,13.2425,13.2422,4.106959,4.107074,0.10602,12.3594,4.5509,0.050671,0,4.5509,0.0353,0.5095,0,4.6018,0,0.0049,0,0.5091,34.8244,34.8258,26.2113,26.2125,0.0406,1.237,0.48200000000000004
11,P1,2018,122,122,cone,NULL,2.96830864622804,NULL,NULL,NULL,54.0,295.285,-106.07343999999999,20.263579999999997,122,13.2425,13.2422,4.106959,4.107074,0.10602,12.3594,4.5509,0.050671,0,4.5509,0.0353,0.5095,0,4.6018,0,0.0049,0,0.5091,34.8244,34.8258,26.2113,26.2125,0.0406,1.237,0.48200000000000004
12,P1,2018,122,122,cone,NULL,9.47640449438202,NULL,NULL,NULL,NULL,295.285,-106.07343999999999,20.263579999999997,122,13.2425,13.2422,4.106959,4.107074,0.10602,12.3594,4.5509,0.050671,0,4.5509,0.0353,0.5095,0,4.6018,0,0.0049,0,0.5091,34.8244,34.8258,26.2113,26.2125,0.0406,1.237,0.48200000000000004
13,P1,2018,190,190,cone,31.86596927,5.58032128514056,24.84261045,NULL,NULL,NULL,363.095,-106.07343999999999,20.2636,190,12.1284,12.1287,3.999048,3.999301,0.076929,12.3571,4.5534,0.050671,0,4.5534,0.0256,0.5088,0,4.5236,0,0.0049,0,0.5084,34.7884,34.7906,26.4049,26.4066,0.0407,1.239,0.47100000000000003
14,P1,2018,190,190,cone,NULL,4.91321499013807,NULL,NULL,NULL,64.0,363.095,-106.07343999999999,20.2636,190,12.1284,12.1287,3.999048,3.999301,0.076929,12.3571,4.5534,0.050671,0,4.5534,0.0256,0.5088,0,4.5236,0,0.0049,0,0.5084,34.7884,34.7906,26.4049,26.4066,0.0407,1.239,0.47100000000000003
15,P1,2018,190,190,cone,NULL,2.77491749174917,NULL,NULL,NULL,NULL,363.095,-106.07343999999999,20.2636,190,12.1284,12.1287,3.999048,3.999301,0.076929,12.3571,4.5534,0.050671,0,4.5534,0.0256,0.5088,0,4.5236,0,0.0049,0,0.5084,34.7884,34.7906,26.4049,26.4066,0.0407,1.239,0.47100000000000003
16,P1,2018,123,123,net,127.6422764,NULL,NULL,NULL,NULL,NULL,296.202,-106.07343999999999,20.263579999999997,123,13.2165,13.2171,4.104242,4.1044730000000005,0.10555,12.3596,4.5507,0.050671,0,4.5507,0.0352,0.5097,0,4.6003,0,0.0049,0,0.5093,34.8221,34.8237,26.2148,26.215999999999998,0.0412,1.254,0.488
17,P1,2018,123,123,net,NULL,NULL,NULL,NULL,NULL,NULL,296.202,-106.07343999999999,20.263579999999997,123,13.2165,13.2171,4.104242,4.1044730000000005,0.10555,12.3596,4.5507,0.050671,0,4.5507,0.0352,0.5097,0,4.6003,0,0.0049,0,0.5093,34.8221,34.8237,26.2148,26.215999999999998,0.0412,1.254,0.488
18,P1,2018,123,123,net,NULL,NULL,NULL,NULL,NULL,NULL,296.202,-106.07343999999999,20.263579999999997,123,13.2165,13.2171,4.104242,4.1044730000000005,0.10555,12.3596,4.5507,0.050671,0,4.5507,0.0352,0.5097,0,4.6003,0,0.0049,0,0.5093,34.8221,34.8237,26.2148,26.215999999999998,0.0412,1.254,0.488
19,P1,2018,123,123,net,NULL,8.21664180341455,NULL,NULL,NULL,NULL,296.202,-106.07343999999999,20.263579999999997,123,13.2165,13.2171,4.104242,4.1044730000000005,0.10555,12.3596,4.5507,0.050671,0,4.5507,0.0352,0.5097,0,4.6003,0,0.0049,0,0.5093,34.8221,34.8237,26.2148,26.215999999999998,0.0412,1.254,0.488
20,P1,2018,201,201,net,18.53988134,6.92031090523671,206.4532045,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
21,P1,2018,201,201,net,NULL,13.01269035533,NULL,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
22,P1,2018,201,201,net,NULL,8.47593418422267,NULL,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
23,P1,2018,201,201,net,NULL,NULL,NULL,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
24,P1,2018,201,201,net,NULL,NULL,NULL,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
25,P1,2018,201,201,net,NULL,NULL,NULL,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
26,P1,2018,201,201,net,NULL,NULL,NULL,NULL,NULL,NULL,374.92400000000004,-106.07343999999999,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
27,P1,2018,221,221,net,NULL,NULL,NULL,NULL,NULL,NULL,395.017,-106.07343999999999,20.2636,221,11.7845,11.7849,3.965736,3.966016,0.075016,12.355,4.5559,0.050671,0,4.5559,0.025,0.5081,0,4.5573,0,0.0049,0,0.5078,34.7707,34.7731,26.4573,26.4591,0.0371,1.128,0.426
28,P1,2018,221,221,net,7.360697997,6.82834475297512,94.40429427,NULL,NULL,NULL,395.017,-106.07343999999999,20.2636,221,11.7845,11.7849,3.965736,3.966016,0.075016,12.355,4.5559,0.050671,0,4.5559,0.025,0.5081,0,4.5573,0,0.0049,0,0.5078,34.7707,34.7731,26.4573,26.4591,0.0371,1.128,0.426
29,P1,2018,221,221,net,NULL,NULL,NULL,NULL,NULL,NULL,395.017,-106.07343999999999,20.2636,221,11.7845,11.7849,3.965736,3.966016,0.075016,12.355,4.5559,0.050671,0,4.5559,0.025,0.5081,0,4.5573,0,0.0049,0,0.5078,34.7707,34.7731,26.4573,26.4591,0.0371,1.128,0.426
30,P1,2018,221,221,net,NULL,NULL,NULL,NULL,NULL,NULL,395.017,-106.07343999999999,20.2636,221,11.7845,11.7849,3.965736,3.966016,0.075016,12.355,4.5559,0.050671,0,4.5559,0.025,0.5081,0,4.5573,0,0.0049,0,0.5078,34.7707,34.7731,26.4573,26.4591,0.0371,1.128,0.426
31,P1,2018,221,221,net,NULL,NULL,NULL,NULL,NULL,NULL,395.017,-106.07343999999999,20.2636,221,11.7845,11.7849,3.965736,3.966016,0.075016,12.355,4.5559,0.050671,0,4.5559,0.025,0.5081,0,4.5573,0,0.0049,0,0.5078,34.7707,34.7731,26.4573,26.4591,0.0371,1.128,0.426
32,P1,2018,221,221,net,NULL,8.58108995403808,NULL,NULL,NULL,NULL,395.017,-106.07343999999999,20.2636,221,11.7845,11.7849,3.965736,3.966016,0.075016,12.355,4.5559,0.050671,0,4.5559,0.025,0.5081,0,4.5573,0,0.0049,0,0.5078,34.7707,34.7731,26.4573,26.4591,0.0371,1.128,0.426
33,P1,2018,586,586,net,5.35131205,6.19074177356386,54.4451539,NULL,NULL,NULL,763.613,-106.07343999999999,20.2636,586,7.2719,7.2723,3.538421,3.5386800000000003,0.074487,12.3365,4.577,0.050671,0,4.577,0.0248,0.5067,0,4.6134,0,0.0049,0,0.5064,34.546,34.5485,27.0312,27.0331,0.038,1.157,0.396
34,P1,2018,586,586,net,NULL,NULL,NULL,NULL,NULL,NULL,763.613,-106.07343999999999,20.2636,586,7.2719,7.2723,3.538421,3.5386800000000003,0.074487,12.3365,4.577,0.050671,0,4.577,0.0248,0.5067,0,4.6134,0,0.0049,0,0.5064,34.546,34.5485,27.0312,27.0331,0.038,1.157,0.396
35,P1,2018,586,586,net,NULL,NULL,NULL,NULL,NULL,NULL,763.613,-106.07343999999999,20.2636,586,7.2719,7.2723,3.538421,3.5386800000000003,0.074487,12.3365,4.577,0.050671,0,4.577,0.0248,0.5067,0,4.6134,0,0.0049,0,0.5064,34.546,34.5485,27.0312,27.0331,0.038,1.157,0.396
36,P1,2018,586,586,net,NULL,9.13349633251834,NULL,NULL,NULL,NULL,763.613,-106.07343999999999,20.2636,586,7.2719,7.2723,3.538421,3.5386800000000003,0.074487,12.3365,4.577,0.050671,0,4.577,0.0248,0.5067,0,4.6134,0,0.0049,0,0.5064,34.546,34.5485,27.0312,27.0331,0.038,1.157,0.396
37,P1,2018,586,586,net,NULL,NULL,NULL,NULL,NULL,NULL,763.613,-106.07343999999999,20.2636,586,7.2719,7.2723,3.538421,3.5386800000000003,0.074487,12.3365,4.577,0.050671,0,4.577,0.0248,0.5067,0,4.6134,0,0.0049,0,0.5064,34.546,34.5485,27.0312,27.0331,0.038,1.157,0.396
38,P1,2018,145,145,cone,16.09712027,6.04868549172347,20.25935053,NULL,NULL,NULL,318.178,-106.07343999999999,20.263579999999997,145,12.8017,12.8019,4.065339,4.065557,0.075708,12.3571,4.5535,0.050671,0,4.5535,0.0252,0.5093,0,4.6096,0,0.0049,0,0.5089,34.8234,34.8253,26.2996,26.3011,0.0407,1.238,0.478
39,P1,2018,145,145,cone,NULL,8.32882462686567,NULL,NULL,NULL,181.0,318.178,-106.07343999999999,20.263579999999997,145,12.8017,12.8019,4.065339,4.065557,0.075708,12.3571,4.5535,0.050671,0,4.5535,0.0252,0.5093,0,4.6096,0,0.0049,0,0.5089,34.8234,34.8253,26.2996,26.3011,0.0407,1.238,0.478
40,P1,2018,145,145,cone,NULL,12.3678756476684,NULL,NULL,NULL,NULL,318.178,-106.07343999999999,20.263579999999997,145,12.8017,12.8019,4.065339,4.065557,0.075708,12.3571,4.5535,0.050671,0,4.5535,0.0252,0.5093,0,4.6096,0,0.0049,0,0.5089,34.8234,34.8253,26.2996,26.3011,0.0407,1.238,0.478
41,P1,2018,288,288,cone,9.216589862,7.42969396195203,113.4440422,NULL,NULL,NULL,462.936,-106.07342,20.2636,288,11.2133,11.2136,3.910915,3.9111879999999997,0.077832,12.3512,4.5601,0.050671,0,4.5601,0.0259,0.5079,0,4.6163,0,0.0049,0,0.5076,34.7369,34.7394,26.5385,26.5404,0.0374,1.139,0.425
42,P1,2018,93,93,cone,13.12777285,9.40529531568228,29.19970064,NULL,NULL,NULL,243.94,-106.07343999999999,20.2636,93,13.8505,13.8508,4.163408,4.1635029999999995,0.37951,12.373,4.5354,0.050671,0,4.5354,0.1265,0.5109,0,4.5945,0,0.0049,0,0.5105,34.8135,34.8142,26.0771,26.0775,0.0456,1.39,0.5479999999999999
43,P1,2018,93,93,cone,NULL,8.89652777777778,NULL,NULL,NULL,160.0,243.94,-106.07343999999999,20.2636,93,13.8505,13.8508,4.163408,4.1635029999999995,0.37951,12.373,4.5354,0.050671,0,4.5354,0.1265,0.5109,0,4.5945,0,0.0049,0,0.5105,34.8135,34.8142,26.0771,26.0775,0.0456,1.39,0.5479999999999999
44,P1,2018,93,93,cone,NULL,10.8880952380952,NULL,NULL,NULL,NULL,243.94,-106.07343999999999,20.2636,93,13.8505,13.8508,4.163408,4.1635029999999995,0.37951,12.373,4.5354,0.050671,0,4.5354,0.1265,0.5109,0,4.5945,0,0.0049,0,0.5105,34.8135,34.8142,26.0771,26.0775,0.0456,1.39,0.5479999999999999
45,P1,2018,143,143,net,54.63414634,12.2922794117647,44.60837344,NULL,NULL,NULL,315.164,-106.07343999999999,20.263579999999997,143,12.8147,12.8153,4.066558000000001,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
46,P1,2018,143,143,net,NULL,NULL,NULL,NULL,NULL,NULL,315.164,-106.07343999999999,20.263579999999997,143,12.8147,12.8153,4.066558000000001,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
47,P1,2018,143,143,net,NULL,NULL,NULL,NULL,NULL,NULL,315.164,-106.07343999999999,20.263579999999997,143,12.8147,12.8153,4.066558000000001,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
48,P1,2018,143,143,net,NULL,NULL,NULL,NULL,NULL,NULL,315.164,-106.07343999999999,20.263579999999997,143,12.8147,12.8153,4.066558000000001,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
49,P1,2018,143,143,net,NULL,8.09428794992175,NULL,NULL,NULL,NULL,315.164,-106.07343999999999,20.263579999999997,143,12.8147,12.8153,4.066558000000001,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
50,P1,2018,143,143,net,NULL,NULL,NULL,NULL,NULL,NULL,315.164,-106.07343999999999,20.263579999999997,143,12.8147,12.8153,4.066558000000001,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
51,P1,2018,843,843,net,NULL,4.51894411621226,28.51596639,NULL,NULL,NULL,1021.512,-106.07342,20.263579999999997,843,5.5464,5.5463,3.3910120000000004,3.3911949999999997,0.072711,12.3356,4.578,0.051303999999999995,0,4.578,0.0242,0.5103,0,4.6437,0,0.0102,0,0.5101,34.5209,34.523,27.2394,27.2412,0.057999999999999996,1.765,0.58
52,P1,2018,843,843,net,NULL,NULL,NULL,NULL,NULL,NULL,1021.512,-106.07342,20.263579999999997,843,5.5464,5.5463,3.3910120000000004,3.3911949999999997,0.072711,12.3356,4.578,0.051303999999999995,0,4.578,0.0242,0.5103,0,4.6437,0,0.0102,0,0.5101,34.5209,34.523,27.2394,27.2412,0.057999999999999996,1.765,0.58
53,P1,2018,843,843,net,NULL,NULL,NULL,NULL,NULL,NULL,1021.512,-106.07342,20.263579999999997,843,5.5464,5.5463,3.3910120000000004,3.3911949999999997,0.072711,12.3356,4.578,0.051303999999999995,0,4.578,0.0242,0.5103,0,4.6437,0,0.0102,0,0.5101,34.5209,34.523,27.2394,27.2412,0.057999999999999996,1.765,0.58
54,P1,2018,843,843,net,NULL,NULL,NULL,NULL,NULL,NULL,1021.512,-106.07342,20.263579999999997,843,5.5464,5.5463,3.3910120000000004,3.3911949999999997,0.072711,12.3356,4.578,0.051303999999999995,0,4.578,0.0242,0.5103,0,4.6437,0,0.0102,0,0.5101,34.5209,34.523,27.2394,27.2412,0.057999999999999996,1.765,0.58
55,P1,2018,843,843,net,NULL,8.58502772643253,NULL,NULL,NULL,NULL,1021.512,-106.07342,20.263579999999997,843,5.5464,5.5463,3.3910120000000004,3.3911949999999997,0.072711,12.3356,4.578,0.051303999999999995,0,4.578,0.0242,0.5103,0,4.6437,0,0.0102,0,0.5101,34.5209,34.523,27.2394,27.2412,0.057999999999999996,1.765,0.58
